' Make',' Model',Year,price ,' Engine Type',Fuel Economy,' Transmission',' Drivetrain',' Safety Ratings'
' Chevrolet',' A4',2015,8901249,' Diesel',48.3,' Manual',' AWD',' 5 stars'
' Subaru',' Clio',2012,1704155,' Petrol',42.2,' CVT',' AWD',' 5 stars'
' Chevrolet',' CX-5',2011,7438819,' Hybrid',40.4,' CVT',' FWD',' 5 stars'
' Porsche',' Eclipse',2017,2136411,' Petrol',36,' CVT',' AWD',' 3 stars'
' Mercedes-Benz',' Clio',2021,7053109,' Hybrid',22.3,' CVT',' FWD',' 4 stars'
' Audi','911'',2018,4148109,' Petrol',21.6,' CVT',' FWD',' 3 stars'
' Honda',' C-Class',2022,444737,' Petrol',43.3,' Automatic',' AWD',' 4 stars'
' Mercedes-Benz',' Altima',2015,536099,' Hybrid',27.1,' Automatic',' RWD',' 3 stars'
' Jeep',' Elantra',2021,8048329,' Hybrid',34.2,' Automatic',' RWD',' 5 stars'
' Mercedes-Benz',' Elantra',2012,5060861,' Hybrid',23.7,' CVT',' FWD',' 5 stars'
' Subaru',' C-Class',2013,8022734,' Diesel',43.5,' Manual',' AWD',' 4 stars'
' Jaguar',' Accord',2011,7024635,' Petrol',21,' Manual',' RWD',' 4 stars'
' Mercedes-Benz',' CX-5',2017,4695103,' Electric',35.4,' CVT',' RWD',' 3 stars'
' Volkswagen',' Camaro',2016,8360954,' Electric',32.7,' Automatic',' AWD',' 5 stars'
' Nissan',' X5',2010,5528117,' Diesel',25,' CVT',' AWD',' 4 stars'
' BMW','911'',2012,9306277,' Petrol',38.1,' Automatic',' RWD',' 3 stars'
' Mitsubishi',' Mustang',2017,7525724,' Diesel',46,' CVT',' FWD',' 3 stars'
' Mazda',' Outback',2022,7630753,' Hybrid',27.4,' Automatic',' RWD',' 5 stars'
' Honda',' XF',2013,6838154,' Electric',48.7,' CVT',' RWD',' 4 stars'
' Hyundai',' Clio',2016,5612458,' Petrol',48.1,' Manual',' RWD',' 3 stars'
' Mitsubishi',' Outback',2018,4013401,' Petrol',47.4,' Manual',' RWD',' 3 stars'
' Hyundai',' Mustang',2017,2539344,' Hybrid',22.8,' Manual',' FWD',' 4 stars'
' Tesla',' C-Class',2016,1934545,' Diesel',19.4,' CVT',' FWD',' 4 stars'
' Tesla',' Accord',2012,5230066,' Electric',16.2,' Manual',' FWD',' 4 stars'
' Mazda',' Cherokee',2019,1637211,' Electric',21.8,' Automatic',' RWD',' 3 stars'
' Toyota',' Eclipse',2019,6124484,' Diesel',40.7,' CVT',' AWD',' 4 stars'
' Mitsubishi',' Camry',2018,9801582,' Hybrid',25.3,' CVT',' AWD',' 5 stars'
' Jeep',' Outback',2020,4722948,' Diesel',48.6,' Automatic',' FWD',' 3 stars'
' Chevrolet','911'',2022,5178001,' Petrol',28.3,' CVT',' AWD',' 5 stars'
' Hyundai',' Altima',2015,5319793,' Petrol',31.3,' Manual',' AWD',' 5 stars'
' Jeep',' XC90',2016,9312127,' Petrol',33.6,' CVT',' RWD',' 4 stars'
' Subaru',' Golf',2021,4421649,' Electric',30.5,' CVT',' RWD',' 3 stars'
' Ford',' CX-5',2017,8126996,' Diesel',21.7,' CVT',' FWD',' 4 stars'
' Renault',' Outback',2019,9842489,' Hybrid',18.7,' CVT',' AWD',' 5 stars'
' Mitsubishi',' Mustang',2021,7439629,' Petrol',40,' Automatic',' AWD',' 4 stars'
' Audi','911'',2018,3498419,' Electric',30.3,' CVT',' RWD',' 3 stars'
' Jeep',' XF',2014,6798008,' Petrol',45.2,' Manual',' AWD',' 3 stars'
' Hyundai',' C-Class',2014,8639931,' Petrol',48.7,' CVT',' FWD',' 4 stars'
' Volkswagen',' X5',2020,8876781,' Hybrid',19.2,' Automatic',' RWD',' 3 stars'
' Porsche',' Accord',2016,5005989,' Hybrid',22,' Automatic',' AWD',' 5 stars'
' Tesla',' Clio',2016,3797462,' Electric',45.2,' Automatic',' AWD',' 3 stars'
' Mercedes-Benz',' Accord',2019,2180018,' Electric',26.2,' Manual',' RWD',' 3 stars'
' Audi',' Camry',2014,8201592,' Petrol',20.9,' CVT',' AWD',' 3 stars'
' Tesla',' Model 3',2012,3495159,' Hybrid',45.4,' Automatic',' FWD',' 5 stars'
' Tesla',' C-Class',2015,8949179,' Diesel',34.4,' CVT',' FWD',' 4 stars'
' Honda',' Camaro',2023,8728249,' Hybrid',20.9,' Automatic',' RWD',' 5 stars'
' Nissan','911'',2020,3129999,' Diesel',27.8,' Manual',' RWD',' 5 stars'
' Jaguar',' XF',2015,6151222,' Electric',38.7,' CVT',' RWD',' 5 stars'
' Mazda',' Altima',2021,7280309,' Petrol',28.1,' CVT',' FWD',' 3 stars'
' Mitsubishi',' CX-5',2011,2431082,' Hybrid',27.2,' CVT',' AWD',' 5 stars'
' Ford',' Clio',2020,896969,' Diesel',38,' CVT',' AWD',' 3 stars'
' Volkswagen',' Sportage',2019,3336069,' Electric',44.1,' Manual',' FWD',' 4 stars'
' Mazda',' CX-5',2019,9709591,' Electric',38.7,' Manual',' AWD',' 5 stars'
' Porsche',' Mustang',2021,3734471,' Electric',40.4,' Manual',' AWD',' 4 stars'
' Toyota',' Golf',2012,5574357,' Diesel',27.4,' Automatic',' FWD',' 4 stars'
' Porsche',' Eclipse',2017,616993,' Diesel',38.9,' Automatic',' AWD',' 4 stars'
' Chevrolet',' Camry',2021,2097476,' Electric',22.7,' Automatic',' RWD',' 3 stars'
' Kia',' C-Class',2015,2432897,' Petrol',40.4,' CVT',' FWD',' 4 stars'
' Audi',' Camaro',2013,6824165,' Electric',19.2,' Manual',' FWD',' 5 stars'
' Honda',' Accord',2022,3709622,' Electric',18.1,' CVT',' RWD',' 5 stars'
' Audi',' Golf',2011,1571868,' Petrol',39.4,' Manual',' FWD',' 5 stars'
' Mazda',' XC90',2018,9084422,' Electric',19,' Manual',' RWD',' 4 stars'
' Tesla',' Camry',2018,4345717,' Electric',43.6,' Manual',' FWD',' 5 stars'
' Volvo',' Accord',2022,6721098,' Petrol',35.5,' CVT',' RWD',' 3 stars'
' Mercedes-Benz',' Clio',2022,4644938,' Diesel',37.8,' CVT',' AWD',' 4 stars'
' Tesla',' Camaro',2019,4601962,' Diesel',38.9,' CVT',' FWD',' 4 stars'
' Renault','911'',2021,1555162,' Hybrid',17,' CVT',' RWD',' 3 stars'
' Tesla',' C-Class',2015,1623108,' Diesel',45.1,' Automatic',' AWD',' 4 stars'
' Toyota',' Mustang',2021,1626532,' Petrol',29.9,' CVT',' AWD',' 3 stars'
' Honda',' Cherokee',2015,4182408,' Diesel',40,' CVT',' RWD',' 5 stars'
' Honda',' A4',2023,3452218,' Petrol',37.1,' CVT',' RWD',' 4 stars'
' Audi',' Eclipse',2018,8864995,' Hybrid',37.1,' Manual',' FWD',' 3 stars'
' Porsche',' Altima',2022,8268531,' Hybrid',28.9,' Automatic',' RWD',' 3 stars'
' Hyundai','911'',2018,3138705,' Petrol',32.6,' CVT',' FWD',' 5 stars'
' BMW',' Elantra',2017,9966824,' Diesel',32,' Manual',' AWD',' 3 stars'
' BMW',' Altima',2023,3422345,' Electric',40.5,' Manual',' FWD',' 3 stars'
' Honda',' Mustang',2011,8454323,' Hybrid',43.5,' CVT',' RWD',' 5 stars'
' Honda','911'',2015,5761732,' Hybrid',24.8,' Manual',' RWD',' 3 stars'
' Volvo',' Camry',2014,2388471,' Hybrid',40.8,' Automatic',' RWD',' 5 stars'
' Ford',' Clio',2014,442444,' Electric',23.2,' CVT',' AWD',' 3 stars'
' Subaru',' Eclipse',2020,4532175,' Electric',23.9,' Manual',' RWD',' 5 stars'
' Audi',' Golf',2015,6076948,' Electric',23.1,' Manual',' FWD',' 3 stars'
' Porsche',' CX-5',2018,1666711,' Petrol',36.4,' Automatic',' FWD',' 5 stars'
' Chevrolet',' Accord',2022,8337883,' Electric',33.1,' Manual',' RWD',' 3 stars'
' Subaru',' CX-5',2015,6612925,' Electric',41.4,' CVT',' FWD',' 4 stars'
' Hyundai',' Clio',2018,281443,' Electric',38.6,' CVT',' RWD',' 5 stars'
' Chevrolet',' Mustang',2020,3536035,' Diesel',35.8,' CVT',' RWD',' 4 stars'
' Porsche',' XC90',2023,5375021,' Electric',41.3,' Manual',' RWD',' 3 stars'
' BMW','911'',2014,2470853,' Diesel',38.3,' CVT',' AWD',' 4 stars'
' Mitsubishi',' Outback',2010,7776353,' Hybrid',29.6,' Automatic',' RWD',' 3 stars'
' Hyundai',' CX-5',2023,3861964,' Petrol',44.4,' CVT',' FWD',' 5 stars'
' Honda',' Clio',2015,9342093,' Petrol',17.5,' Manual',' FWD',' 3 stars'
' Ford',' Mustang',2014,3487704,' Hybrid',21.7,' CVT',' RWD',' 4 stars'
' Ford',' Camaro',2010,1695604,' Petrol',39.9,' CVT',' AWD',' 3 stars'
' Mercedes-Benz',' Sportage',2019,721711,' Electric',35.7,' Automatic',' FWD',' 5 stars'
' Hyundai',' XF',2014,2823746,' Electric',39.9,' CVT',' FWD',' 3 stars'
' Honda',' XF',2015,8964397,' Petrol',30.9,' Automatic',' AWD',' 4 stars'
' Mitsubishi','911'',2017,3252716,' Hybrid',26.2,' CVT',' AWD',' 5 stars'
' Kia',' Outback',2014,9788413,' Electric',41.7,' Manual',' RWD',' 4 stars'
' Tesla',' Accord',2011,8022022,' Hybrid',17.4,' Automatic',' FWD',' 4 stars'
' Honda',' Accord',2023,1736244,' Diesel',29.9,' Manual',' AWD',' 3 stars'
' Audi',' XF',2015,4950873,' Electric',39.3,' Manual',' RWD',' 4 stars'
' Volkswagen',' Clio',2014,3051892,' Electric',29.6,' CVT',' FWD',' 5 stars'
' Jeep',' A4',2012,5172499,' Electric',17.2,' Automatic',' AWD',' 4 stars'
' Honda',' Sportage',2016,1611033,' Electric',35.9,' Automatic',' FWD',' 4 stars'
' Mercedes-Benz',' Outback',2019,8188799,' Petrol',29.7,'Automatic','AWD','3 stars'
'Audi','Accord',2011,6857204,'Diesel',41.5,'Manual','RWD','3 stars'
'Subaru','Mustang',2010,8198366,'Hybrid',23.8,'Manual','RWD','4 stars'
'Volvo','Clio',2015,3326515,'Diesel',27.6,'Manual','RWD','3 stars'
'Jaguar','CX-5',2014,9322641,'Petrol',40.4,'Manual','FWD','4 stars'
'Toyota','Altima',2011,8265939,'Petrol',24.6,'Manual','FWD','5 stars'
'Mercedes-Benz','Mustang',2016,8440015,'Electric',27.1,'Automatic','RWD','4 stars'
'Ford','Sportage',2018,3502788,'Petrol',43.6,'CVT','AWD','4 stars'
'Mazda','Camaro',2015,23142,'Petrol',44.8,'CVT','FWD','3 stars'
'Kia','XF',2021,8334622,'Petrol',24.2,'Automatic','AWD','3 stars'
'Tesla','Clio',2020,3598793,'Hybrid',41.2,'CVT','AWD','4 stars'
'Hyundai','Altima',2013,9299794,'Electric',32.9,'Automatic','RWD','5 stars'
'Jaguar','Model 3',2021,4849843,'Electric',38,'Automatic','RWD','3 stars'
'Toyota','Sportage',2016,6268853,'Electric',44.8,'CVT','FWD','3 stars'
'Tesla','X5',2012,7676668,'Electric',45,'Manual','RWD','3 stars'
'Subaru','Camry',2018,3628176,'Hybrid',43.4,'CVT','FWD','3 stars'
'Volvo','XC90',2018,5133117,'Petrol',42.7,'CVT','AWD','5 stars'
'Mercedes-Benz','Cherokee',2012,5257566,'Petrol',33.9,'Manual','FWD','5 stars'
'Kia','Model 3',2021,4967187,'Hybrid',31.9,'Automatic','FWD','5 stars'
'Porsche','Accord',2012,5278218,'Electric',15.7,'CVT','RWD','5 stars'
'Mitsubishi','Camry',2022,7433373,'Electric',18.6,'Manual','FWD','4 stars'
'Honda','Sportage',2017,533667,'Petrol',18.7,'Manual','FWD','4 stars'
'Nissan','Altima',2012,6850736,'Diesel',34.9,'Automatic','AWD','4 stars'
'Mazda','911'',2017,3090034,'Electric',49.2,'Automatic','FWD','3 stars'
'Nissan','Mustang',2018,4757978,'Petrol',35.1,'CVT','AWD','4 stars'
'Hyundai','XF',2011,4552992,'Hybrid',41.2,'CVT','AWD','3 stars'
'Ford','CX-5',2010,2501357,'Electric',48.8,'Automatic','RWD','3 stars'
'Jaguar','Altima',2010,1680315,'Diesel',30,'CVT','RWD','5 stars'
'Honda','Altima',2012,4970552,'Hybrid',49.4,'Automatic','FWD','5 stars'
'Jeep','Golf',2010,2424202,'Diesel',26.9,'Manual','AWD','4 stars'
'Volvo','C-Class',2018,4871032,'Electric',49.2,'Manual','AWD','4 stars'
'Volkswagen','Camaro',2011,9450378,'Diesel',30.1,'Manual','AWD','5 stars'
'Porsche','Golf',2013,3655906,'Hybrid',39.4,'Automatic','RWD','4 stars'
'Volvo','Eclipse',2014,362727,'Hybrid',49.3,'Automatic','RWD','3 stars'
'Nissan','Altima',2012,4959752,'Petrol',22.3,'CVT','AWD','4 stars'
'Chevrolet','Cherokee',2022,7861325,'Diesel',18.4,'Automatic','FWD','4 stars'
'Mitsubishi','X5',2022,9322834,'Petrol',31.5,'Manual','RWD','3 stars'
'Chevrolet','Altima',2011,8213018,'Petrol',38.7,'Automatic','RWD','3 stars'
'BMW','A4',2010,7416875,'Electric',15.3,'CVT','RWD','4 stars'
'Mitsubishi','XF',2021,3153834,'Petrol',34.2,'Manual','AWD','5 stars'
'Ford','Elantra',2017,751785,'Diesel',40.4,'Manual','RWD','3 stars'
'Porsche','Eclipse',2010,7495237,'Electric',22.1,'Manual','RWD','5 stars'
'BMW','C-Class',2020,9919135,'Hybrid',45.6,'Automatic','RWD','4 stars'
'Toyota','Cherokee',2018,3045974,'Electric',37.7,'Manual','FWD','5 stars'
'Toyota','Cherokee',2021,4155407,'Diesel',17.8,'Automatic','AWD','4 stars'
'Subaru','Sportage',2012,7421268,'Electric',47,'Automatic','AWD','5 stars'
'Volkswagen','Cherokee',2015,3152142,'Hybrid',30.5,'Automatic','AWD','5 stars'
'Hyundai','A4',2018,2028157,'Hybrid',20,'Manual','FWD','4 stars'
'Jaguar','Golf',2013,3921391,'Electric',30.3,'CVT','AWD','4 stars'
'Kia','Golf',2013,7042285,'Electric',29.2,'Automatic','FWD','3 stars'
'Tesla','Clio',2019,6556899,'Hybrid',26.3,'Automatic','FWD','4 stars'
'Renault','Mustang',2015,7004295,'Hybrid',44.1,'Automatic','RWD','5 stars'
'Jaguar','Accord',2010,9320688,'Petrol',39.3,'Automatic','FWD','5 stars'
'Tesla','XC90',2022,1738057,'Electric',28.2,'Manual','AWD','3 stars'
'Hyundai','CX-5',2019,1799506,'Hybrid',17.6,'CVT','RWD','4 stars'
'Renault','Clio',2015,6501497,'Electric',30.4,'Manual','AWD','3 stars'
'Hyundai','Camaro',2015,245254,'Electric',24.1,'Automatic','RWD','4 stars'
'Toyota','C-Class',2022,915689,'Hybrid',19.5,'Automatic','AWD','4 stars'
'BMW','Accord',2015,9744148,'Electric',39,'Automatic','FWD','4 stars'
'Renault','Accord',2017,8311153,'Diesel',35.8,'Automatic','AWD','3 stars'
'Porsche','Mustang',2019,2222767,'Diesel',42,'Manual','AWD','4 stars'
'Nissan','Cherokee',2016,7506111,'Hybrid',37.8,'Manual','RWD','3 stars'
'BMW','Outback',2018,5536681,'Electric',25.6,'Automatic','RWD','5 stars'
'Tesla','Camry',2010,6081661,'Diesel',29.1,'Manual','RWD','5 stars'
'Toyota','Cherokee',2021,6714759,'Petrol',44.6,'Manual','AWD','5 stars'
'Mazda','Camaro',2018,4969446,'Diesel',31.9,'CVT','AWD','5 stars'
'Renault','Cherokee',2021,4710446,'Electric',45,'CVT','FWD','5 stars'
'Porsche','Outback',2020,4654269,'Hybrid',23.5,'Automatic','AWD','3 stars'
'Ford','Mustang',2014,9944617,'Diesel',30.8,'CVT','AWD','5 stars'
'Honda','C-Class',2013,7756995,'Petrol',23.5,'CVT','RWD','4 stars'
'Volvo','Accord',2014,3961976,'Electric',27,'Automatic','RWD','5 stars'
'Volkswagen','Sportage',2023,3766968,'Electric',42.2,'Manual','AWD','5 stars'
'Mazda','Mustang',2010,2411582,'Petrol',41.7,'Automatic','FWD','3 stars'
'Ford','Outback',2012,4254308,'Diesel',21,'Automatic','RWD','3 stars'
'Chevrolet','C-Class',2010,7745956,'Diesel',48,'CVT','AWD','3 stars'
'Nissan','Eclipse',2016,9897087,'Electric',19.2,'CVT','FWD','5 stars'
'BMW','XF',2022,3241283,'Diesel',25.6,'CVT','RWD','4 stars'
'Tesla','Outback',2010,2566417,'Petrol',48.4,'Manual','AWD','4 stars'
'Jeep','C-Class',2011,7687831,'Petrol',15.7,'CVT','FWD','3 stars'
'Tesla','Camry',2011,8166845,'Petrol',28.7,'Automatic','FWD','5 stars'
'Honda','Model 3',2017,5354806,'Diesel',37.2,'CVT','AWD','3 stars'
'Honda','Outback',2013,9330877,'Hybrid',16.1,'CVT','FWD','5 stars'
'Chevrolet','Cherokee',2011,3775245,'Petrol',22.2,'CVT','FWD','3 stars'
'Volvo','911'',2013,911'7329,'Petrol',15.2,'Automatic','AWD','4 stars'
'Volvo','Camaro',2010,4523545,'Petrol',46.6,'Automatic','AWD','5 stars'
'Hyundai','Cherokee',2014,621936,'Petrol',36.4,'Automatic','AWD','5 stars'
'Mitsubishi','Eclipse',2017,6455065,'Electric',26,'CVT','AWD','3 stars'
'Hyundai','Golf',2015,2686799,'Petrol',47.2,'Automatic','AWD','3 stars'
'Renault','Camry',2014,2463772,'Electric',47.6,'Automatic','RWD','5 stars'
'Mitsubishi','Eclipse',2013,7035807,'Diesel',26.1,'CVT','AWD','3 stars'
'Porsche','Altima',2020,6001089,'Hybrid',15.9,'CVT','RWD','5 stars'
'Jaguar','Sportage',2012,4025541,'Electric',42.2,'Automatic','AWD','3 stars'
'Audi','Outback',2021,2002312,'Diesel',37.2,'Manual','AWD','4 stars'
'Jaguar','Camaro',2013,643741,'Petrol',48.3,'CVT','RWD','5 stars'
'BMW','XF',2021,9552929,'Petrol',25.2,'Automatic','AWD','3 stars'
'Jeep','Sportage',2012,7557065,'Diesel',26,'CVT','RWD','4 stars'
'Porsche','Altima',2019,2901424,'Diesel',31.3,'Automatic','RWD','5 stars'
'Volvo','Mustang',2018,8003354,'Electric',48.8,'CVT','AWD','3 stars'
'Volvo','911'',2023,9971199,'Hybrid',17.6,'Automatic','RWD','3 stars'
'Kia','XF',2019,3220332,'Electric',37.8,'Manual','RWD','5 stars'
'Audi','C-Class',2020,59519,'Diesel',35.6,'Manual','AWD','4 stars'
'Kia','Model 3',2015,387212,'Petrol',46.2,'Automatic','RWD','5 stars'
'Volkswagen','Cherokee',2010,2217078,'Hybrid',44.1,'Automatic','FWD','4 stars'
'Nissan','XC90',2016,7074415,'Electric',46,'CVT','FWD','3 stars'
'Audi','X5',2022,3232697,'Hybrid',44.3,'CVT','RWD','5 stars'
'Volvo','Eclipse',2022,9429619,'Electric',29.1,'Automatic','AWD','3 stars'
'Kia','Cherokee',2023,32818,'Electric',28.7,'Automatic','AWD','4 stars'
'Kia','Altima',2019,3378993,'Petrol',49.9,'Automatic','FWD','4 stars'
'Honda','Cherokee',2021,9547411,'Petrol',42.8,'Automatic','FWD','5 stars'
'Audi','Cherokee',2015,4073068,'Petrol',33.1,'Automatic','AWD','4 stars'
'Ford','Camaro',2012,9934'911','Petrol',36.5,'Manual','AWD','4 stars'
'BMW','Sportage',2012,3895145,'Diesel',42.8,'Automatic','AWD','5 stars'
'Mazda','Camaro',2022,606317,'Hybrid',17,'Manual','RWD','4 stars'
'Volvo','Outback',2018,2106395,'Electric',18.4,'Automatic','AWD','3 stars'
'Mitsubishi','Clio',2020,3325628,'Diesel',40.6,'Automatic','FWD','3 stars'
'Volkswagen','XC90',2023,7760863,'Hybrid',18.7,'Automatic','AWD','5 stars'
'Jaguar','CX-5',2018,7567776,'Hybrid',47.4,'Automatic','RWD','3 stars'
'Audi','Sportage',2012,7311028,'Electric',33.8,'CVT','FWD','5 stars'
'Kia','Mustang',2018,4103802,'Electric',32.4,'Automatic','FWD','5 stars'
'Toyota','CX-5',2017,8279458,'Petrol',21.3,'CVT','FWD','5 stars'
'Kia','Camaro',2016,6766845,'Electric',29.9,'Automatic','AWD','5 stars'
'Volkswagen','911'',2011,3378521,'Petrol',15.2,'Automatic','RWD','4 stars'
'Renault','Mustang',2020,6522469,'Petrol',20.4,'CVT','AWD','3 stars'
'Mitsubishi','Accord',2011,6786205,'Electric',41.6,'Manual','RWD','5 stars'
'Chevrolet','CX-5',2016,3447107,'Electric',36,'Manual','AWD','5 stars'
'Mercedes-Benz','Mustang',2020,71742,'Petrol',40.7,'Automatic','FWD','4 stars'
'Ford','911'',2018,379379,'Electric',38.3,'CVT','FWD','5 stars'
'Porsche','C-Class',2019,3010316,'Electric',48.2,'Manual','FWD','4 stars'
'Jaguar','CX-5',2022,2890217,'Diesel',24.1,'Automatic','FWD','3 stars'
'Porsche','Cherokee',2021,7928994,'Hybrid',32.8,'Manual','RWD','5 stars'
'BMW','Outback',2017,5474807,'Hybrid',15,'Automatic','FWD','3 stars'
'Subaru','Model 3',2013,6001787,'Hybrid',36,'Manual','RWD','4 stars'
'Volkswagen','Camaro',2023,2931783,'Hybrid',33.2,'Manual','FWD','3 stars'
'Mazda','XC90',2010,2941202,'Petrol',42.9,'CVT','RWD','3 stars'
'Kia','Clio',2017,3518914,'Electric',37.5,'CVT','RWD','5 stars'
'Ford','Golf',2017,3991617,'Petrol',39.1,'CVT','AWD','5 stars'
'Audi','Outback',2015,8058475,'Petrol',24.1,'Manual','FWD','3 stars'
'Jeep','Accord',2016,3632506,'Hybrid',26.5,'Automatic','AWD','4 stars'
'Ford','Altima',2018,5024096,'Diesel',23.8,'Automatic','FWD','5 stars'
'Jeep','Mustang',2012,8922267,'Diesel',44.6,'CVT','FWD','4 stars'
'Chevrolet','Sportage',2012,5196165,'Petrol',30.6,'Manual','FWD','3 stars'
'Mitsubishi','Clio',2016,3450061,'Petrol',32.3,'Manual','RWD','5 stars'
'Audi','X5',2019,7750563,'Hybrid',15.7,'CVT','AWD','3 stars'
'Subaru','Camaro',2021,9600934,'Petrol',43,'CVT','AWD','4 stars'
'Mitsubishi','Sportage',2013,6807338,'Hybrid',46.8,'Automatic','FWD','5 stars'
'Chevrolet','Camry',2018,2908357,'Electric',19.5,'CVT','RWD','5 stars'
'Kia','CX-5',2023,8011005,'Hybrid',46.5,'CVT','RWD','4 stars'
'Volvo','911'',2020,2835378,'Petrol',34.4,'Manual','AWD','3 stars'
'BMW','Golf',2012,6445328,'Electric',37.9,'Automatic','AWD','5 stars'
'Volkswagen','911'',2019,1751296,'Diesel',36.3,'Automatic','FWD','5 stars'
'Jeep','Mustang',2014,6380253,'Electric',23,'Manual','RWD','4 stars'
'Honda','Mustang',2018,8354988,'Diesel',30.8,'Automatic','FWD','5 stars'
'Tesla','Altima',2018,6835888,'Hybrid',47.9,'Manual','RWD','5 stars'
'Chevrolet','Clio',2018,840393,'Diesel',15.6,'Manual','RWD','3 stars'
'Volkswagen','Eclipse',2015,9235245,'Petrol',32.1,'Manual','AWD','5 stars'
'Toyota','911'',2018,2817216,'Petrol',35.8,'CVT','AWD','5 stars'
'BMW','Cherokee',2017,7715175,'Hybrid',26.9,'CVT','FWD','4 stars'
'Mazda','Model 3',2021,2419219,'Petrol',37.8,'CVT','RWD','5 stars'
'Nissan','CX-5',2021,6699312,'Petrol',46.3,'Manual','AWD','3 stars'
'Subaru','A4',2017,6084734,'Hybrid',47,'Manual','AWD','4 stars'
'BMW','Accord',2019,288165,'Diesel',17.2,'Automatic','AWD','3 stars'
'Chevrolet','Accord',2022,8332156,'Hybrid',16.4,'Manual','RWD','5 stars'
'Volvo','XC90',2020,650593,'Petrol',20.7,'CVT','AWD','4 stars'
'Toyota','Outback',2013,2264608,'Petrol',24.7,'Automatic','RWD','4 stars'
'Volvo','Altima',2012,829135,'Electric',29.2,'Manual','RWD','3 stars'
'Ford','911'',2021,3243225,'Hybrid',16.9,'CVT','FWD','3 stars'
'Hyundai','A4',2021,9267657,'Petrol',24.7,'Automatic','AWD','4 stars'
'Toyota','Camry',2022,1702158,'Petrol',30.1,'CVT','RWD','3 stars'
'Ford','X5',2011,5304583,'Electric',36.3,'CVT','AWD','4 stars'
'Hyundai','CX-5',2020,2812619,'Petrol',29.3,'Automatic','RWD','5 stars'
'Chevrolet','X5',2011,5176349,'Electric',45.7,'Manual','AWD','4 stars'
'Volvo','Model 3',2016,6791758,'Petrol',28.2,'Automatic','AWD','4 stars'
'Mitsubishi','Mustang',2014,8799417,'Electric',20.2,'Automatic','AWD','5 stars'
'Mazda','Golf',2023,2965483,'Electric',20.8,'CVT','FWD','3 stars'
'Mitsubishi','Mustang',2016,7915326,'Hybrid',45.9,'Manual','RWD','5 stars'
'Volkswagen','Camaro',2020,9412768,'Petrol',44.4,'Manual','RWD','5 stars'
'Subaru','Camaro',2014,1923038,'Petrol',37.8,'Automatic','AWD','4 stars'
'Chevrolet','XF',2012,4712655,'Diesel',25.1,'Manual','FWD','4 stars'
'BMW','911'',2016,2526761,'Electric',28.6,'CVT','RWD','5 stars'
'Chevrolet','XC90',2018,5636365,'Diesel',36.6,'Automatic','RWD','5 stars'
'Tesla','Clio',2011,9525783,'Petrol',23.8,'Automatic','AWD','3 stars'
'Hyundai','Camry',2021,8064606,'Diesel',28,'Manual','AWD','3 stars'
'Renault','Cherokee',2016,8449184,'Petrol',27.3,'Automatic','RWD','5 stars'
'Jeep','Model 3',2016,7806861,'Diesel',40.8,'Automatic','RWD','4 stars'
'Mazda','Camaro',2017,873672,'Hybrid',33.6,'CVT','RWD','4 stars'
'Mazda','Cherokee',2016,7148647,'Diesel',39,'CVT','FWD','4 stars'
'Porsche','Cherokee',2019,4403845,'Hybrid',35.5,'CVT','AWD','3 stars'
'Mitsubishi','XF',2022,8145532,'Electric',39.6,'Manual','FWD','5 stars'
'Volkswagen','CX-5',2017,2138736,'Petrol',36.2,'Automatic','RWD','3 stars'
'Mercedes-Benz','Mustang',2014,3296406,'Petrol',16.6,'CVT','RWD','4 stars'
'Volkswagen','Sportage',2010,6355542,'Hybrid',43.6,'CVT','AWD','5 stars'
'Ford','XF',2016,3838938,'Electric',30.1,'CVT','AWD','5 stars'
'Volvo','Camry',2015,4715509,'Hybrid',26.3,'Automatic','RWD','3 stars'
'Jeep','XF',2012,4789578,'Petrol',32.7,'CVT','RWD','5 stars'
'Jeep','Model 3',2018,6402279,'Hybrid',34.5,'Manual','FWD','5 stars'
'Ford','Elantra',2021,2121548,'Electric',48.9,'Manual','FWD','4 stars'
'Volkswagen','Camry',2011,7371742,'Diesel',50,'Automatic','FWD','3 stars'
'Chevrolet','C-Class',2023,2910138,'Hybrid',18.8,'Automatic','FWD','3 stars'
'Volvo','X5',2013,463421,'Diesel',49.9,'CVT','AWD','5 stars'
'Tesla','Outback',2020,7012027,'Hybrid',17,'CVT','FWD','4 stars'
'Jeep','Camaro',2011,2824682,'Hybrid',41.6,'CVT','AWD','5 stars'
'Mitsubishi','Cherokee',2019,7940581,'Petrol',23.9,'Automatic','AWD','4 stars'
'Ford','Mustang',2022,5451436,'Diesel',27.4,'Automatic','AWD','5 stars'
'Honda','Altima',2010,3357444,'Petrol',45.3,'Manual','RWD','3 stars'
'Tesla','C-Class',2015,9857489,'Hybrid',49.3,'Automatic','FWD','5 stars'
'Tesla','Eclipse',2019,5487346,'Diesel',21.4,'Manual','FWD','3 stars'
'Toyota','Cherokee',2018,768441,'Electric',24.2,'CVT','RWD','4 stars'
'Jeep','Outback',2019,6910532,'Hybrid',29.1,'CVT','RWD','3 stars'
'Tesla','Model 3',2019,6103638,'Electric',33.3,'CVT','FWD','4 stars'
'Mitsubishi','XF',2010,8678942,'Diesel',41.9,'Automatic','FWD','5 stars'
'Honda','Model 3',2022,4415234,'Electric',42,'Manual','FWD','5 stars'
